cusip,sim,comp_st_years,comp_en_years,comp_conm,factiva_comp,factiva_tag,manual_tag
23126W10,0.784313725,1990,2005,CURATIVE HEALTH SERVICES INC,General Health Services Inc,heas,
23221710,0.903225806,1994,2005,CUTTER & BUCK INC,Cutter and Buck Inc,cutbuk,cutbuk
23246210,0.761904762,1994,1999,CYBERCASH INC,CYCH Inc,cyberc,
23571310,0.909090909,1988,1998,DAMES & MOORE GROUP,DAMES AND MOORE GROUP,dammoo,dammoo
23623510,0.888888889,1968,1998,DANIEL INDUSTRIES,Daniel Industries Inc,dnind,dnind
23809510,0.8,1982,1990,DATAPHAZ INC,DATAPHAZ,dtphz,dtphz
23828210,0.837209302,1978,1996,DAUPHIN DEPOSIT CORP,Dauphin Deposit Corporation,dapn,dapn
23858810,0.837209302,1988,1995,DAVIDSON & ASSOCIATES INC,DAVIDSON AND ASSOCIATES,davass,davass
23942310,0.923076923,1990,1997,DAWSON PRODUCTION SERVICES,DAWSON PRODUCTION SERVICES INC,dwsprs,dwsprs
24345810,0.867924528,1991,1999,DECISIONONE HOLDINGS CORP,DecisionOne Holdings Corporation,dcsone,dcsone
24379P10,0.857142857,1990,1997,DEEPTECH INTERNATIONAL INC,DEEPTECH INTERNATIONAL,deptek,deptek
24476410,0.875,1988,1996,DEFLECTA-SHIELD CORP,DEFLECTA SHIELD (WA),defshe,defshe
24873K20,0.785714286,1984,2000,DENTAL MED DIAGNOSTIC SYS,Dental Medical Diagnostic Systems Inc,edud,edud
25070310,0.954545455,1965,1996,DETROIT & CANADA TUNNEL CORP,DETROIT CANADA TUNNEL CP,dtun,dtun
25180110,0.833333333,1985,1997,DEVON GROUP INC,DEVON GROUP,dvg,dvg
25252910,0.857142857,1973,2009,DIALYSIS CORP OF AMERICA,Dialysis Corporation of America,dylcoa,dylcoa
25264R20,0.96,1998,2018,DIAMOND HILL INVESTMENT GRP,Diamond Hill Investment Group,hrtgrp,hrtgrp
25269L10,,,,DIAMOND MANAGEMENT & TECHNL,,,diatp
25271C10,0.981132075,1994,2018,DIAMOND OFFSHRE DRILLING INC,Diamond Offshore Drilling Inc,diadri,diadri
25272T10,0.9,2010,2015,DIAMOND RESORTS INTL,Diamond Resorts International Inc.,drhllc,drhllc
25385610,0.709677419,1990,1998,DIGITAL LINK CORP,DecisionLink Inc,fibch,
25470910,0.84,2002,2018,DISCOVER FINANCIAL SVCS,Discover Financial Services Inc,discfs,discfs
25470F10,0.65,2000,2018,DISCOVERY INC,Discovery Communications Inc.,discha,
25491910,0.693877551,1979,1994,DIVERSIFIED COMMUNICATIONS,Rogers Communications Inc.,rogecs,
25515310,0.842105263,1985,2005,DIVERSIFIED CORP RESOURCES,Diversified Corporate Resources Inc,divcrs,divcrs
25520510,0.904761905,1958,1989,DIVERSIFIED ENERGIES,DIVERSIFIED ENERGIES INC,dei,dei
25532M10,0.881355932,2007,2018,DIVERSIFIED RESTAURANT HLDGS,"Diversified Restaurant Holdings, Inc.",dfrhpk,dfrhpk
25541310,0.666666667,2001,2009,DIVX INC,DivX LLC,divxnt,divxnt
25674310,0.877192982,1996,2011,DOLLAR THRIFTY AUTOMOTIVE GP,Dollar Thrifty Automotive Group Inc,dllthr,dllthr
25746U10,,,,DOMINION ENERGY INC,Dominion Resources Inc.,vep,vep
25877710,0.933333333,1962,1995,DOUGLAS & LOMASON CO,Douglas & Lomason,dolo,dolo
26000310,,,,DOVER CORP,Dover Corporation,dvrcp,dvrcp
26009510,0.777777778,1998,2018,DOVER DOWNS GAMING & ENTMT,Dover Downs Gaming & Entertainment Inc,dvdngm,dvdngm
26209810,0.709677419,1997,2000,DRKOOP.COM INC,Dr. Koop LifeCare Corp,drkopi,
26353410,0.833333333,1950,2016,DU PONT (E I) DE NEMOURS,E. I. DuPont de Nemours & Company,dupnt,dupnt
26609310,0.875,1966,1995,DUPLEX PRODUCTS,DUPLEX PRODUCTS INC,dupr,dupr
26632S10,0.904761905,1990,1999,DURA PHARMACEUTICALS INC,DURA PHARMACEUTICALS (DE),immtec,immtec
26633L10,0.8,1987,1996,DURACELL INTERNATIONAL,Duracell,durint,durint
26812710,0.882352941,1987,1992,DYNASTY CLASSICS CORP,Dynasty Classics,dynacl,dynacl
26842V20,0.666666667,1986,2001,EEX CORP,EEX Corporation,ensexp,ensexp
26844610,0.72,1987,1994,E FOR M CORP,E For M Corporation,enhcim,enhcim
26853020,0.857142857,1974,1998,EIP MICROWAVE INC,EIP Microwave,eipm,eipm
26864810,0.666666667,1985,2015,EMC CORP/MA,EMC Corporation,emcorp,emcorp
26922C10,0.965517241,1991,1999,ETEC SYSTEMS INC,ETEC SYSTEM INC,tcsyst,tcsyst
26959B10,0.93877551,1990,1998,EAGLE HARDWARE & GARDEN INC,EAGLE HARDWARE AND GARDEN INC,eagleh,eagleh
26980310,0.810810811,1950,2004,EAGLE-PICHER INC,EaglePicher Corporation,epi,epi
27031510,0.75,1986,1995,EARTH TECHNOLOGY CORP-USA,Avid Technology Inc,avidtc,
27717310,0.893617021,1958,1999,EASTERN UTILITIES ASSOC,Eastern Utilities Associates,eua,eua
27719610,0.884615385,1999,2016,EASTERN VA BANKSHARES INC,Eastern Virginia Bankshares Inc,estrnv,estrnv
27784T30,,,,EASYLINK SERVICES CP,,,infsfs
27785810,0.872727273,1994,2011,EASYLINK SERVICES INTL CORP,EasyLink Services International Corporation,infsfs,infsfs
27864210,0.588235294,1996,2018,EBAY INC,Yahoo! Inc,yahcor,
27885610,0.774193548,1996,2009,ECLIPSYS CORP,Eclipsys Corporation,eclmed,eclmed
27887810,0.936170213,1986,2018,ECOLOGY AND ENVIRONMENT INC,Ecology & Environment Inc,ecen,ecen
28103310,0.391304348,1998,2003,EDISON SCHOOLS INC,"Chancellor Beacon Academies, Inc.",becned,
28205610,0.714285714,1994,2000,EFFICIENT NETWORKS INC,Enterasys Networks Inc,cabtrn,
28257U10,,,,EINSTEIN NOAH RESTAURANT GRP,,,nwdcof
28287910,0.723404255,1983,1996,EL CHICO RESTAURANTS INC,Rock Bottom Restaurants Inc,rckbot,
28442010,0.875,1974,1995,ELCO INDUSTRIES INC,ELCO INDUSTRIES,elcn,elcn
28522910,0.892857143,1982,2017,ELECTRO SCIENTIFIC INDS INC,Electro Scientific Industries Inc,esind,esind
28716110,0.882352941,1986,1995,ELJER INDUSTRIES INC,Eljer Industries,eljin,eljin
29157510,0.901960784,1971,2001,EMONS TRANSPORATION GROUP,Emons Transportation Group Inc,emon,emon
29158K10,0.916666667,1989,1994,EMPHESYS FINANCIAL GROUP INC,EMPHESYS Financial Group,emphfn,emphfn
29264A20,0.75862069,1996,2010,ENDWAVE CORP,Endwave Corporation,endwve,endwve
29286610,0.923076923,1984,2005,ENGINEERED SUPPORT SYSTEMS,Engineered Support Systems Inc,engssy,engssy
29355Y10,0.705882353,1990,2006,ENPATH MEDICAL INC,"St. Jude Medical, Inc.",stjm,
29356110,,,,ENRON CORP,,,intnth
29358R10,0.785714286,1998,2005,ENSTAR GROUP INC,"Enstar USA, Inc.",kndr,kndr
29413U10,0.867924528,2008,2015,ENVISION HEALTHCARE HLDGS,Envision Healthcare Holdings Inc.,emrmds,emrmds
29644310,0.818181818,1990,1999,ESKIMO PIE CORP,ESKIMO PIE (VA),eskpie,eskpie
29665010,0.821428571,1960,2018,ESPEY MFG & ELECTRONICS CORP,Espey Manufacturing & Electronics Corp,espey,espey
29786210,0.8,1997,1999,ETOYS INC,Toys R Us Inc,toyrus,
29878610,0.936170213,1993,2000,EUROPEAN MICRO HLDGS INC,European Micro Holdings Inc,euromc,euromc
29909610,0.897959184,1978,2018,EVANS & SUTHERLAND CMP CORP,Evans & Sutherland Computer Corp,eas,eas
29976740,0.926829268,1967,1995,EVEREST&JENNINGS INTL,EVEREST AND JENNINGS INT'L,ej,ej
30041210,0.92,1998,2003,EVERTRUST FINANCIAL GROUP,EverTrust Financial Group Inc,evtrst,evtrst
30208810,0.769230769,1995,2000,EXODUS COMMUNICATIONS INC,Intermedia Communications Inc,intccs,
30213010,0.846153846,1984,2018,EXPEDITORS INTL WASH INC,Expeditors International of Washington Inc.,exped,exped
30236410,0.631578947,1987,1992,F & C INTERNATIONAL INC,F AND C INTERNATIONAL,fanci,fanci
30242610,0.777777778,1986,1996,FHP INTERNATIONAL CORP,FHP International,fhpc,fhpc
30242J10,0.818181818,1991,1994,FF BANCORP INC,F F BANCORP,ffbsmy,ffbsmy
30242W10,0.846153846,1993,2004,FFLC BANCORP INC,FFLC Bancorp,fflcb,fflcb
30242X10,0.866666667,1993,1997,FFVA FINANCIAL CORP,FFVA Financial,ecnov,ecnov
30252010,0.666666667,1982,2018,F N B CORP/FL,FNB Corporation,fnbcpa,fnbcpa
30255110,0.818181818,1994,1997,FP BANCORP INC,F P BANCORP,fpbcp,fpbcp
30265F10,,,,FTD.COM INC,FTD Inc,flrdcm,flrdcm
30272310,0.8,1987,1994,F&M DISTRIBUTORS INC,F and M Distributors,fandm,fandm
30293010,0.666666667,1999,2006,F N B CORP/VA,FNB Corporation,fnbcpa,fnbcpa
30301410,0.833333333,1974,1990,FABRICLAND INC,FABRICLAND,fbrc,fbrc
30309410,0.857142857,1996,2002,FACTUAL DATA CORP,"Kroll Factual Data, Inc.",fctldc,
30423130,0.909090909,1973,2000,FAIRFIELD COMMUNITIES INC,FAIRFIELD COMMUNITIES,fairci,fairci
30962710,0.904761905,1995,2018,FARMERS NATL BANC CORP/OH,Farmers National Banc Corp.,fnban,fnban
31165420,0.9,1985,1993,FARRAGUT MORTGAGE CO INC,FARRAGUT MORTGAGE CO,farmor,farmor
31188910,0.846153846,1995,1999,FATBRAIN.COM INC,FATBRAIN COM,clbks,clbks
31369310,0.904761905,1950,1994,FEDERAL PAPER BOARD CO,Federal Paper Board Company Inc.,fpb,fpb
31540510,,,,FERRO CORP,Ferro Corporation,foe,foe
31571210,0.8,1987,1996,FIBREBOARD CORP,FIBREBOARD CORPORATION,fbrdc,fbrdc
31572210,0.866666667,1982,1993,FIBRONICS INTERNATIONAL INC,FIBRONICS INTERNATIONAL (MA),fibri,fibri
31609R10,0.894736842,2010,2018,FIDELITY D & D BANCORP INC,Fidelity D&D Bancorp,fdlddb,fdlddb
31620M10,0.761904762,2000,2018,FIDELITY NATIONAL INFO SVCS,Fidelity National Information Services Inc.,crtegy,crtegy
31632610,0.905660377,1986,2005,FIDELITY NATIONAL FINL INC,Fidelity National Financial Inc,fidnaf,fidnaf
31654910,0.888888889,1957,1996,FIELDCREST CANNON,FIELDCREST CANNON INC,fldcrt,fldcrt
31749210,0.85106383,1992,2009,FINANCIAL FEDERAL CORP,Financial Federal Corporation,fifedc,fifedc
31812010,0.826086957,1995,2005,FIREARMS TRAINING SYS,Firearms Training Systems Inc,fitsys,fitsys
31852M10,0.851851852,1985,2000,FIRST AMER HEALTH CONCEPTS,First American Health Concepts Inc,fahc,fahc
31867270,0.923076923,1987,2018,FIRST BANCORP P R,First Bancorp,ffslsj,ffslsj
31890010,0.764705882,1978,1998,FIRST AMERICAN CORP/TN,First American Bank,firamc,firamc
31935610,0.810810811,1987,1998,FIRST BRANDS CORP,FIRST BRANDS CORPORATION,fbranc,fbranc
31941710,0.909090909,1985,1991,FIRST CAPITAL HOLDINGS CORP,First Capital Holdings,fcah,fcah
31945510,0.914285714,1958,1994,FIRST CHICAGO CORP,First Chicago NBD Corp,fstchg,fstchg
31983A10,0.923076923,1999,2018,FIRST CMNTY BANCSHARES INC,First Community Bancshares Inc,fcftin,fcftin
31984M10,0.8,1998,2000,FIRST CMNTY FINL CORP/NC,First Community Financial Corp,fircof,fircof
31997910,0.904761905,1995,2001,FIRST FEDERAL BANCORP/MN,First Federal Bancorp Inc,ffedo,ffedo
32010310,0.894736842,1987,2002,FIRST ESSEX BANCORP INC,First Essex Bancorp,firess,firess
32020V10,0.916666667,1992,2009,FIRST FED BANKSHARES INC,First Federal Bankshares Inc,fstsi,fstsi
32036910,0.88372093,1987,2002,FIRST GEORGIA HOLDINGS,First Georgia Holding Inc,fghc,fghc
32051710,0.872727273,1963,2018,FIRST HORIZON NATIONAL CORP,First Horizon National Corporation,ften,ften
32069110,0.913043478,1983,1998,FIRST LIBERTY FINANCIAL CORP,FIRST LIBERTY FINANCIAL (GA),firlif,firlif
33582V10,0.888888889,1997,2015,FIRST NIAGARA FINANCIAL GRP,First Niagara Financial Group Inc,ngrnar,ngrnar
33639210,0.905660377,1999,2003,FIRST SECURITYFED FINL INC,First SecurityFed Financial Inc,fstfed,fstfed
33645B10,0.961538462,1998,2003,FIRST SOUTHN BANCSHARES INC,First Southern Bancshares Inc,frsbnc,frsbnc
33715710,0.882352941,1987,2000,FIRST TEAM SPORTS,First Team Sports Inc,fteam,fteam
33740N10,0.888888889,2007,2013,1ST UNITED BANCORP INC,1st United Bancorp,futdb,futdb
33741010,0.85106383,1993,1996,FIRST UNITED BANCORPORATION,"First United Bancorp Inc (Florence, Ala.)",fstub,fstub
33769310,0.909090909,1960,1993,FISCHER & PORTER CO,FISCHER AND PORTER COMPANY,fschpo,fschpo
33792910,0.92,1997,2002,FIRSTFED AMER BANCORP INC,Firstfed American Bancorp Inc,fstfda,fstfda
33889210,0.72,1986,1991,FLEER CORP,FLEER CORPORATION,fler,fler
33938T10,0.857142857,1999,2018,FLEXIBLE SOLUTIONS INTL INC,Flexible Solutions International Ltd,flxslt,flxslt
33975010,0.810810811,2012,2018,FLOOR & DECOR HLDGS,Floor & Decor Holdings Inc,fadooa,fadooa
34063210,0.8,1968,2006,FLORIDA EAST COAST INDS,Florida East Coast Industries Inc,fecr,fecr
34479820,0.980392157,1989,2012,FOOD TECHNOLOGY SERVICE INC,Food Technology Services Inc,vindif,vindif
34490510,0.869565217,1989,2005,FOOTHILL INDPT BANCORP,Foothill Independent Bancorp,footib,footib
35243310,0.844444444,1985,1997,FRANKLIN BANCORPORATION INC,FRANKLIN BANCORP INC,frnknb,frnknb
35671440,,,,FREEPORT MCMORAN INC,Freeport McMoRan Copper & Gold Inc,fmcc,fmcc
35671D85,,,,FREEPORT-MCMORAN INC,Freeport McMoRan Copper & Gold Inc,fmcc,fmcc
35671N10,0.730769231,1986,1989,FREEPORT MCMORAN OIL&GAS CO,Freeport McMoRan Copper & Gold Inc,fmcc,
35936010,0.807692308,1970,2012,FROZEN FOOD EXPRESS INDS,Frozen Food Express Industries Inc,fexp,fexp
36112810,0.925925926,1993,2001,FUSION MED TECHNOLOGIES INC,Fusion Medical Technologies Inc,fusmed,fusmed
36202210,0.8,1981,1998,GNI GROUP INC,Citigroup Inc.,ccred,
36232010,0.666666667,1950,1999,GTE CORP,GTE Corporation,gntle,gntle
36269P10,0.941176471,1996,2018,GAIA INC,Gaiam Inc,gaiami,gaiami
36409110,0.848484848,1983,1997,GALOOB TOYS INC,LEWIS GALOOB TOYS INC,lwgt,
36442410,0.941176471,1970,1993,GALVESTON HOUSTON,Galveston Houston Co,galho,galho
36473U20,0.777777778,1985,1998,GANTOS INC,Cato Corp,cto,
36955010,0.844444444,1954,2018,GENERAL DYNAMICS CORP,General Dynamics Corporation,gendym,gendym
37101310,0.928571429,1993,1999,GENERAL SURGICAL INNOVATIONS,GENERAL SURGICAL INNOVATIONS INC,gensii,gensii
37329870,0.723404255,1992,2000,GEORGIA-PACIFIC TIMBER CO,Georgia-Pacific Corporation,grgpac,
37369710,0.923076923,1983,1992,GERAGHTY & MILLER INC,GERAGHTY AND MILLER INC,germil,germil
37374810,0.93877551,1973,1995,GERIATRIC & MEDICAL COS INC,GERIATRIC AND MEDICAL COS INC,gemc,gemc
37423010,0.918918919,1986,1995,GERRITY OIL & GAS CORP,GERRITY OIL AND GAS CORP,grtog,grtog
37504810,0.866666667,1987,1996,GIDDINGS & LEWIS INC/WI,Giddings & Lewis,gidlew,gidlew
37869420,0.952380952,1960,1990,GLENMORE DISTILLERIES,Glenmore Distilleries Co,gdsb,gdsb
37953G10,0.814814815,2008,2018,GLOBAL BRASS & COPPER HLDGS,Global Brass and Copper Holdings Inc.,gbachi,gbachi
37990710,0.820512821,1995,2005,GOLD BANC CORP INC,Gold Banc Corporation Inc,gldbnc,gldbnc
37991A10,,,,GLOBAL ENERGY HOLDINGS GRP,,,zepeqp
38000210,0.8,1988,1994,GLYCOMED INC,"GLYCOMED (ALAMEDA,CA)",glymed,glymed
38115110,0.882352941,1986,1997,GOLDEN POULTRY CO INC,GOLDEN POULTRY CO,gopou,gopou
38141G10,,,,GOLDMAN SACHS GROUP INC,The Goldman Sachs Group Incorporated,gldmns,gldmns
38238710,0.866666667,1984,1997,GOODMARK FOODS,Goodmark Foods Inc,gdmfds,gdmfds
38470110,0.9,1998,2010,GRAHAM PACKAGING CO INC,Graham Packaging Company LP,grpack,grpack
38747210,0.93877551,1986,2001,GRANITE ST BANKSHARES INC,Granite State Bankshares Inc,grstba,grstba
38881710,0.740740741,1981,1993,GRASSO CORP,GRASSO CORPORATION,socor,socor
39006410,0.84,1950,2010,GREAT ATLANTIC & PAC TEA CO,"The Great Atlantic & Pacific Tea Company, Inc.",gapt,gapt
39115310,0.95,1991,1998,GREAT PINES WATER INC,GREAT PINES WATER CO INC,gpwat,gpwat
39141610,0.867924528,2012,2018,GREAT WESTERN BANCORP INC,Great Western Bancorporation Inc.,grewbi,grewbi
39144210,0.913043478,1965,1996,GREAT WESTERN FINANCIAL,Great Western Financial Corp,gwf,gwf
39225010,0.913043478,1987,1995,GREATER NEW YORK SAVINGS,Greater New York Savings Bank,gnysb,gnysb
39573310,0.909090909,1992,1995,GREENSTONE INDUSTRIES INC,Greenstone Industries,grnsti,grnsti
39826810,0.894736842,1973,1995,GRIFFIN TECHNOLOGY INC,Griffin Technology,grif,grif
39982010,0.818181818,1961,1994,GROW GROUP INC,GROW GROUP,grwgrp,grwgrp
40018110,,,,GRUMMAN CORP,Northrop Grumman Corporation,nrthrp,nrthrp
40074010,0.974358974,1994,1998,GUARANTEE LIFE COS INC,GUARANTEE LIFE CO INC,grntlf,grntlf
40108P10,0.925925926,1997,2018,GUARANTY FED BANCSHARES INC,Guaranty Federal Bancshares Inc,grnfdr,grnfdr
40148910,0.894736842,1960,1995,GUARDSMAN PRODUCTS INC,GUARDSMAN PRODUCTS,grv,grv
40182910,,,,GUILFORD PHARMACEUTICAL INC,Guilford Pharmaceuticals Inc,guilfp,guilfp
40391010,0.818181818,1995,1998,HF BANCORP INC,HF Bancorp,hfban,hfban
40404010,0.782608696,1981,1993,H & H OIL TOOL CO,H AND H OIL TOOL,hhot,hhot
40434L10,,,,HP INC,Printronix Inc,prtiks,hewlp
40445910,0.888888889,1998,2009,HABERSHAM BANCORP INC,Habersham Bancorp,habban,habban
40449J10,0.871794872,2009,2018,HABIT RESTAURANTS INC (THE),Habit Restaurants LLC,ymrfxv,ymrfxv
40518310,0.774193548,1994,1999,HAGLER BAILLY INC,P H B HAGLER BAILLY (VA),hagler,hagler
40519120,0.897959184,1991,2000,HAHN AUTOMOTIVE WHSE INC,Hahn Automotive Warehouse Inc,hahnau,hahnau
40749710,0.8,2011,2018,HAMILTON LANE INC,Hamilton Lane Advisors Inc.,hlanai,hlanai
41163110,0.736842105,1950,1990,HARCOURT BRACE JOVANOVICH,Harcourt Brace & Co,hbjov,
41190110,0.92,1993,2005,HARBOR FLORIDA BANCSHARES,Harbor Florida Bancshares Inc,harbsv,harbsv
41285010,0.909090909,1986,2009,HARLEYSVILLE NATL CORP/PA,Harleysville National Corp,harln,harln
41308610,0.736842105,1986,2016,HARMAN INTERNATIONAL INDS,Harman International Industries Inc,harint,harint
41380110,0.901960784,1996,2001,HARRINGTON FINL GROUP INC,Harrington Financial Group Inc,hfgi,hfgi
41987010,0.8,1951,2018,HAWAIIAN ELECTRIC INDS,Hawaiian Electric Industries Inc,hwnelc,hwnelc
42012310,0.916666667,1993,2001,HAWKER PACIFIC AEROSPACE INC,Hawker Pacific Aerospace,hwkpac,hwkpac
42015510,0.8,1982,1994,HAWKEYE BANCORPORATION,Hawkeye Bancorp,hwky,hwky
42193930,0.857142857,1991,2000,HEALTHCARE INTEGRATED SVCS,Healthcare Integrated Services Inc,hcim,hcim
42231710,0.916666667,1994,2008,HEARST-ARGYLE TELEVISION,Hearst-Argyle Television Inc,argylt,argylt
42281910,0.913043478,1996,2018,HEIDRICK & STRUGGLES INTL,Heidrick & Struggles International Inc,heidrs,heidrs
42308510,0.888888889,1980,1989,HELDOR INDUSTRIES INC,Heldor Industries,hdr,hdr
42628110,0.714285714,1985,2018,HENRY (JACK) & ASSOCIATES,Jack Henry & Associates Inc,henjak,henjak
42723H10,0.925925926,1986,1997,HERITAGE FINANCIAL SERVICES,Heritage Financial Services Inc,herfs,herfs
42724120,0.829268293,1987,1996,HERITAGE MEDIA CORP,Heritage Media Corporation,hermed,hermed
42787910,0.833333333,1974,1989,HERSHEY OIL CORP,HERSHEY OIL,hshoil,hshoil
43357B10,0.909090909,1993,2002,HISPANIC BROADCASTING,Hispanic Broadcasting Corp,hefbro,hefbro
43642910,0.727272727,1988,1992,HOLNAM INC,Holcim (US) Inc,holnm,holnm
43645110,0.904761905,1988,1997,HOLOPAK TECHNOLOGIES,HOLOPAK TECHNOLOGIES INC,holpak,holpak
43693610,0.844444444,1993,1998,HOME HEALTH CORP AMER INC,Home Health Corp of America,homhea,homhea
43705220,0.875,1987,1996,HOME BENEFICIAL CORP,HOME BENEFICIAL,hbenb,hbenb
43730410,0.882352941,1988,1999,HOME PORT BANCORP INC,HOME PORT BANCORP,homepb,homepb
43735610,0.918918919,1996,1999,HOME STAKE OIL & GAS CO,HOME STAKE OIL AND GAS CO (OK),homoil,homoil
43760610,0.818181818,1998,2000,HOMESERVICES.COM INC,HomeServices of America Inc,hmnsrv,
43761410,0.9375,1950,2000,HOMESTAKE MINING,Homestake Mining Co,hmsmin,hmsmin
43785110,0.833333333,1992,1999,HOMESTEAD VILLAGE INC,HOMESTEAD VILLAGE INCORPORATED,hmstvl,hmstvl
43813810,0.896551724,1960,1997,HONDO OIL & GAS CO,HONDO OIL AND GAS CO,pley,pley
44040710,,,,HORIZON BANCORP INC,Horizon Bancorp Indiana,hrbnid,hrbnid
44041Q10,0.923076923,1994,2005,HORIZON FINANCIAL SERVICES,Horizon Financial Services Inc,horfin,horfin
44090010,0.923076923,1983,1996,HOSPITAL STAFFING SVCS INC,Hospital Staffing Services Inc,hoser,hoser
44147410,0.740740741,1998,2000,HOTJOBS.COM INC,HotJobs.com Ltd,hotjob,hotjob
44641310,0.872727273,2008,2018,HUNTINGTON INGALLS IND INC,Huntington Ingalls Industries Inc.,hgtoni,hgtoni
44701110,0.774193548,2002,2018,HUNTSMAN CORP,Huntsman Corporation,hucco,hucco
44914Q10,0.85106383,1991,1998,HYPERION SOFTWARE CORP,HYPERION SOFTWARE CORPORATION,imrs,imrs
44923F10,0.888888889,2001,2007,IBT BANCORP INC,S&T Bancorp Inc,stbanc,
44928710,0.709677419,1984,1993,ICN BIOMEDICALS INC,MP Biomedicals,icnbio,
44952030,0.72,1989,2008,I-FLOW CORP,I-Flow Corporation,iflowc,iflowc
44953610,0.56,1992,2002,IGEN INC,OpGen Incorporated,opgeni,
44980K20,0.75,1990,1999,IPC COMMUNICATIONS INC,"NEON Communications Group, Inc.",blltch,
45005230,0.8,1973,1992,IRT CORP,Citicorp,ctico,
45071310,0.8,1994,1998,IXC COMMUNICATIONS INC,Level 3 Communications Inc,lvltcm,
45073V10,,,,ITT INC,ITT Corporation,ittin,ittin
45167R10,,,,IDEX CORP,IDEX Corporation,idexus,idexus
45244M10,0.941176471,1983,2004,1MAGE SOFTWARE INC,Image Software Inc,insol,
45247510,0.9,1984,1996,IMEX MEDICAL SYSTEMS INC,IMEX MEDICAL SYSTEMS,imeds,imeds
45292610,0.819672131,1985,2018,INCOME OPPORTUNITY RLTY INVS,"Income Opportunity Realty Investors, Inc.",cciott,cciott
45323310,0.727272727,1981,1990,INACOMP COMPUTER CENTERS INC,Compaq Computer Corp,compaq,
45337710,0.904761905,1987,1995,INDEPENDENCE BANCORP INC/NJ,Independence Bancorp,inbcp,inbcp
45341410,0.884615385,1996,2005,INDEPENDENCE CMNTY BK CORP,Independence Community Bank Corp,indsav,indsav
45606110,0.872727273,1995,2007,INDUSTRIAL DISTR GROUP INC,Industrial Distribution Group Inc.,inddst,inddst
45675310,0.925925926,1990,1997,INFORMATION STORAGE DEVICES,Information Storage Devices Inc,insttd,insttd
45690510,,,,INFORMATION RESOURCES INC,,,iric
45753810,0.714285714,1986,1995,INMAC CORP,INMAC,inmc,inmc
45770X10,0.8,1992,2007,INSIGHTFUL CORP,Insightful Corporation,mthsft,mthsft
45773210,0.884615385,1996,2001,INSPIRE INS SOLUTIONS INC,INSpire Insurance Solutions Inc,inspir,inspir
45798520,0.774193548,1994,2018,INTEGRA LIFESCIENCES HLDGS,Integra LifeSciences Holdings Corporation,telosp,telosp
45811810,0.888888889,1982,2017,INTEGRATED DEVICE TECH INC,Integrated Device Technology Inc.,indvt,indvt
45811K20,0.923076923,1990,2005,INTEGRATED CIRCUIT SYSTEMS,Integrated Circuit Systems Inc,intcis,intcis
45814010,,,,INTEL CORP,Intel Corporation,intl,intl
45815T10,0.925925926,1993,1998,INTELLIGENT MED IMAGING INC,Intelligent Medical Imaging Inc,imii,imii
45817610,0.810810811,1996,2005,INTELLISYNC CORP,Intellisync Corporation,pmtch,pmtch
45837210,0.75,1980,2006,INTER-TEL INC,Inter-Tel (Delaware) Inc,inttl,inttl
45866F10,0.923076923,2001,2018,INTERCONTINENTAL EXCHANGE,IntercontinentalExchange Inc,intce,intce
45866V10,0.925925926,1997,2006,INTEREP NATL RADIO SALES INC,Interep National Radio Sales Inc,intrsv,intrsv
45868J10,0.897959184,1986,1993,INTERGROUP HEALTHCARE CORP,INTERGROUP HEALTHCARE GROUP,ighc,ighc
45870210,0.787878788,1950,1997,INTERLAKE CORP,INTERLAKE CORPORATION (IL),inlak,inlak
45876310,0.933333333,1993,2000,INTERLOGIX INC,GE Interlogix Inc,ititec,
45881610,0.578947368,1980,1994,INTERMETRICS INC,Haemonetics Corporation,haem,
45881M30,0.925925926,2010,2013,INTERMOUNTAIN CMNTY BANCORP,Intermountain Community Bancorp,pnhdlb,pnhdlb
45886010,0.847457627,1992,2001,INTERNATIONAL AIRCRAFT INVS,International Aircraft Investors Inc,intlar,intlar
45886520,0.779661017,1989,2001,INTL AIRLINE SUPPORT GROUP,International Airline Support Group Inc.,intasg,intasg
45920010,0.842105263,1950,2018,INTL BUSINESS MACHINES CORP,International Business Machines Corp,ibm,ibm
45928D10,0.923076923,1988,1995,INTERNATIONAL COLIN ENERGY,International Colin Energy Corp.,colegy,colegy
45935910,0.754716981,1984,1993,INTL CONTAINER SYSTEMS INC,INTERNATIONAL CONTAINER SYSTEMS,icont,icont
45941210,0.816326531,1994,2005,INTL DISPLAYWORKS INC,International DisplayWorks Inc,gabytc,gabytc
45943650,0.808510638,1983,2006,INTL ELECTRONICS INC,International Electronics Inc,ielec,ielec
45950610,0.724137931,1957,2018,INTL FLAVORS & FRAGRANCES,International Flavors and Fragrances Inc,iflav,iflav
45950T10,0.780487805,1979,2000,INTL FIBERCOM INC,International FiberCom Inc,intfb,intfb
45990210,0.734693878,1980,2014,INTL GAME TECHNOLOGY,International Game Technology Inc,igam,igam
46004310,0.8,1962,2003,INTL MULTIFOODS CORP,International Multifoods Corp,intmut,intmut
46018410,0.775510204,1980,1993,INTL POWER MACHINES CORP,INTERNATIONAL POWER MACHINES CP,pwr,pwr
46032120,0.808510638,1979,2015,INTL SHIPHOLDING CORP,International Shipholding Corp,insh,insh
46033520,0.780487805,1974,2018,INTL SPEEDWAY CORP,International Speedway Corp,iscfl,iscfl
